id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,release_date,album_id,album_name,track_number,preview_url
3QD2NfLEIvMRbzv2uTu4B7,0.536,0.341,8,-8.988,1,0.0337,0.863,0.00134,0.152,0.343,129.921,270644,4,False,62,2023-01-04,6nIa2mkbxcmGbNCqYoYlYA,Tập 12: The Masked Singer Vietnam,5,https://p.scdn.co/mp3-preview/884ac9c4e63b5362a2e4d3b52ef4763de3ab28c5?cid=29942d75c20b46b9b01eb4cd31edff20
0QRHOAeU8JRaVVn3UoZBih,0.724,0.578,10,-7.117,1,0.0819,0.632,1.06e-06,0.0943,0.757,167.985,211879,4,True,88,2023-08-28,0SoJvPHbKVhvmVJOp3kzp3,ESTRELLA,5,https://p.scdn.co/mp3-preview/0e55a558101e9a74ccd1b6bb46fa9277a64edb2e?cid=29942d75c20b46b9b01eb4cd31edff20
5h1BN75CEh8wdSwE1xrbSe,0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,187027,4,False,94,2023-09-08,7ixOAT89NSsgUITYc5ByB5,Layover,4,https://p.scdn.co/mp3-preview/0a655b364caef39379d42b81d656fabed20539d6?cid=29942d75c20b46b9b01eb4cd31edff20
0BFQC00Y58JtjMyTXOJazO,0.644,0.711,0,-4.934,0,0.377,0.632,1.91e-05,0.0898,0.381,128.225,173005,4,False,81,2023-08-10,0FqAaUEyKCyUNFE1uQPZ7i,MAÑANA SERÁ BONITO (BICHOTA SEASON),4,
5HbLlcJogki9rRq2KfkGQP,0.52,0.853,0,-5.249,1,0.0303,0.0446,0.000974,0.144,0.328,91.994,260117,4,False,54,2017-04-01,5hxm3ulOLVvjFdZNFO3n4M,m-tp M-TP,18,https://p.scdn.co/mp3-preview/32eae7d15f6f4b400f7b94a4a9069c3736379b64?cid=29942d75c20b46b9b01eb4cd31edff20
7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,False,89,2019-05-17,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,4,
64CovjRwInpOJW4PiGMprY,0.92,0.413,7,-7.901,0,0.0752,0.504,0.0514,0.133,0.679,130.078,138462,4,True,88,2023-07-20,59qldBzRiQutEYO1hqxw7H,Faz um Vuk Vuk (Teto Espelhado),1,https://p.scdn.co/mp3-preview/f3d23c3a59565e08794a83d807c40a19318a2ca0?cid=29942d75c20b46b9b01eb4cd31edff20
5BTzf3doGTigDIYUFtbkI9,0.494,0.395,6,-8.653,1,0.0301,0.887,1.43e-05,0.058,0.179,141.464,234168,4,False,63,2020-12-29,5vJ5JDNypTPlAc5yv3du8s,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),1,https://p.scdn.co/mp3-preview/ef23ebead5ba14e99915a524f602703bfd2b3580?cid=29942d75c20b46b9b01eb4cd31edff20
05X3a0YGmS1rbH50aL8lGF,0.452,0.415,6,-6.667,1,0.0392,0.807,0.0,0.114,0.241,125.935,321905,4,False,58,2022-06-23,3STAYL3gX9aQx2oi3yslIz,Một Ngàn Nỗi Đau,1,https://p.scdn.co/mp3-preview/bc6ace2d2304e68bb5796f534722f9dddd97c3e0?cid=29942d75c20b46b9b01eb4cd31edff20
6A1IbMKwjvXibcrU1sdqKH,0.638,0.703,5,-6.413,0,0.108,0.213,0.000985,0.0927,0.289,180.008,197333,4,False,59,2022-08-18,3lZ0sW4znNieFHxGdyWXCj,22,3,
23SUnSd024ACX7u1AUXsGc,0.619,0.427,2,-7.142,0,0.0563,0.801,1.88e-06,0.368,0.284,139.757,257143,4,False,59,2023-05-24,4yBg6jOe3H4YWlqwLOj3Jp,Mưa Tháng Sáu,1,https://p.scdn.co/mp3-preview/fd9f722a2c18c2756cf903a656d97cb483a4c26f?cid=29942d75c20b46b9b01eb4cd31edff20
6HGOxrNik4iPurqStawTFQ,0.612,0.712,9,-7.141,0,0.234,0.51,0.664,0.0834,0.235,199.975,256856,4,False,59,2023-05-05,371NWHWKJxyUYwOywWpTal,MAKING MY WAY,1,https://p.scdn.co/mp3-preview/e11c582ddf692c4b4c3b39d86461bcdc6701e7ed?cid=29942d75c20b46b9b01eb4cd31edff20
67nepsnrcZkowTxMWigSbb,0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,246134,4,True,91,2023-07-28,18NOKLkZETa4sWwLMIm0UZ,UTOPIA,7,https://p.scdn.co/mp3-preview/7c7e0e4419d101bcf73764f245639d7bc83b662a?cid=29942d75c20b46b9b01eb4cd31edff20
1MiJk3dXC5jzhvLFP0dUM7,0.66,0.578,9,-8.591,1,0.0306,0.45,8.86e-05,0.103,0.19,127.092,269021,4,False,61,2021-07-14,5g1CmwPBfBGvODvhQdi9oi,Thức Giấc,1,https://p.scdn.co/mp3-preview/e0a6d95b72843a872c3daf7776af4c0764329835?cid=29942d75c20b46b9b01eb4cd31edff20
2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4,True,83,2012,6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city",5,
2PYDUM2IC01FOTDLQdFxJP,0.738,0.422,5,-9.76,1,0.0365,0.851,0.00111,0.712,0.315,122.071,268525,4,False,60,2021-02-04,4qbBLMHLI6JIpDmm11eVUP,3 1 0 7 - 2 (feat. W/N & Nau),1,https://p.scdn.co/mp3-preview/0ed243d54b674ef9d101229a3899baa957fc408b?cid=29942d75c20b46b9b01eb4cd31edff20
76dD9BdSOzsRJSGGBjOcUf,0.783,0.476,0,-8.096,0,0.0293,0.181,0.0,0.0892,0.533,100.017,192000,4,False,63,2022-12-15,24GVnl6IHS4453WEGwp65Y,ngủ một mình (tình rất tình),1,
